video,yt_id,duration,title,singer,audio,lyric,year,match,pn,tempo_transition_complexity,active_bpm_variance,pitch_high,pitch_low,pitch_range,rms_variation,repeat_area_size,repetition_ratio,key,scale,strength,tempo_variance
BIGBANG(빅뱅) - WE LIKE 2 PARTY [가사_Lyrics],JfG8brANDPk,3:16,We like 2 party,빅뱅,Q1,Q1,2015,2,0,0.096283984328624,82.6905308896457,140.20166900511882,65.40639132514966,74.79527767996916,0.0135356448590755,55612168,0.7918263807868633,E,major,0.9088802933692932,5.466252084392041
BIGBANG - 뱅뱅뱅 (BANG BANG BANG) (AUDIO),mWPBClH1Pjw,3:45,Bang Bang Bang,빅뱅,Q1,Q1,2015,2,0,0.1471655093792102,480.4439397524045,223.84553226259095,65.40639132514966,158.43914093744132,0.0128244878724217,55879592,0.6055121381689097,C,minor,0.7654889822006226,4.071517012976251
버스커 버스커(Busker Busker) - 벚꽃 엔딩 [가사_Lyrics],uEsT7K_X7Pw,4:22,벚꽃 엔딩,버스커버스커,Q1,Q1,2012,2,0,0.1157061543934542,396.7533239594261,460.8094140410758,65.40639132514966,395.4030227159261,0.0013516491744667,61669822,0.4914963866264076,E,major,0.897657573223114,6.326948040758725
버스커 버스커(Busker Busker) - 꽃송이가 [가사_Lyrics],tHkMjexi2_Q,3:24,꽃송이가,버스커버스커,Q1,Q1,2012,2,0,0.1337215941532488,310.50373931429584,468.8642207165331,65.40639132514966,403.4578293913835,0.0013265993911772,52236096,0.6878373653965348,B,major,0.8782764673233032,3.7222048795946914
4.정말로 사랑한다면 - If You Really Love Me,nteCoZ3ZX_Q,4:14,정말로 사랑한다면,버스커버스커,Q1,Q1,2012,2,0,0.1115989754848152,411.00938901279625,403.4817790100553,65.40639132514966,338.07538768490565,0.0049072438850998,61195018,0.5160599896054358,Bb,major,0.9466612935066224,3.387171714077209
DNA,SxAvr92fRg4,3:44,DNA,BTS,Q1,Q1,2017,2,0,0.1738813735691987,907.6550553371284,171.61434972294217,65.40639132514966,106.20795839779252,0.0136820496991276,41074204,0.4487166814715999,C#,minor,0.8636869788169861,4.04596664674679
IDOL,9IVhjh15ofo,3:43,IDOL,BTS,Q1,Q1,2018,2,0,0.1394767017617012,192.6701917636028,86.80420620725057,65.40639132514966,21.397814882100917,0.0165657363831996,65322184,0.7161573936776994,C#,minor,0.8849532604217529,3.633241804182635
Anpanman,EBf6lwkChnQ,3:53,Anpanman,BTS,Q1,Q1,2018,2,0,0.0859079130954753,67.96853565129904,176.64303400994282,65.40639132514966,111.23664268479315,0.0144795114174485,55924802,0.560199956582221,C#,minor,0.884113073348999,1.8304646064154837
K.will(케이윌) - Love Blossom (러브블러썸) [가사_Lyrics],WmCy7VJPPk4,3:37,Love Blossom,케이윌,Q1,Q1,2013,2,0,0.1730066623683644,769.3385795159805,241.30149553281768,65.40639132514966,175.89510420766803,0.0013905508676543,31913872,0.371902663241149,C#,major,0.9032015204429626,3.3931019993809097
케이윌(K.will) - 오늘부터 1일 (Day 1) [가사_Lyrics],3fUKF8wKP0I,3:27,오늘부터 1일,케이윌,Q1,Q1,2014,2,0,0.1578235890503548,357.71895633627287,290.2917403700367,65.40639132514966,224.88534904488705,0.0044241594150662,64063190,0.8208137285086854,E,major,0.9350339770317078,3.388576012309908
케이윌(K.will) - 말해! 뭐해_ [태양의 후예 OST] [가사_Lyrics],aFgy_E_PV44,3:38,말해! 뭐해?,케이윌,Q1,Q1,2016,2,0,0.1747084626083235,636.3127969469365,502.5162292967395,65.40639132514966,437.10983797158985,0.0042107230983674,41906154,0.4840516729557191,E,major,0.903510570526123,3.7711292220985784
HyunA (현아) - Bubble Pop! - Color Coded Lyrics (HAN_ROM_ENG),HB_TYdo9jw4,3:34,Bubble Pop!,현아,Q1,Q1,2011,2,0,0.0592842380071793,61.36123317737263,113.87914162255151,65.40639132514966,48.47275029740186,0.0131848463788628,70738896,0.8448286400662115,F,major,0.8749416470527649,1.9323282766865557
HyunA (현아) – Babe (베베) Lyrics (Han_Rom_Eng),RURqTdDwPBg,3:14,베베,현아,Q1,Q1,2017,2,0,0.1240981240981241,430.0040636761115,167.69467255813382,65.40639132514966,102.28828123298416,0.0145634682849049,43369914,0.6335924888067783,C#,minor,0.9110400676727296,5.028925751968376
비스트(Beast) - 아름다운 밤이야 [가사_Lyrics],sjJFYzjh7m0,3:39,아름다운 밤이야,비스트,Q1,Q1,2012,2,0,0.1587385856869823,281.6883050200362,372.1377785978373,65.40639132514966,306.7313872726877,0.0062905759550631,73914430,0.8408922639362912,Bb,minor,0.8841551542282104,1.7367173282432888
I Like You The Best (니가 제일 좋아),hAiWQ854j4k,3:24,니가 제일 좋아,비스트,Q1,Q1,2010,2,0,0.0961932983815819,153.08005812862035,107.48759652776704,65.40639132514966,42.0812052026174,0.0121870068833231,61714908,0.809491645047399,Ab,minor,0.8594909906387329,0.7732143870135711
Through the Night (밤편지),6744glqD6lk,4:14,밤편지,IU,Q3,Q3,2017,3,0,0.1775598129984416,582.5203930874876,339.28638158974695,65.40639132514966,273.87999026459727,0.0127494549378752,17119944,0.1449849663140048,Eb,major,0.8922399878501892,1.2135173621362916
아이유(IU) - 나만 몰랐던 이야기 [가사_Lyrics],BR58ZxI-NKk,3:24,나만 몰랐던 이야기,IU,Q3,Q3,2011,3,0,0.2090929808568824,1159.892434326152,241.30149553281768,65.40639132514966,175.89510420766803,0.0069036870263516,6763166,0.0886693243998592,F,major,0.853937029838562,2.376889585406707
Love poem (Love poem),iOKRYIMhaDk,4:19,Love Poem,IU,Q3,Q3,2019,3,0,0.1635497212731523,1668.0650361890089,337.3322358273121,65.40639132514966,271.9258445021625,0.0135476421564817,36752826,0.2993990484485723,B,major,0.9183972477912904,1.4841152500597632
Do Men Cry (남자도 우나요),ADQhv2u6vyo,3:54,남자도 우나요,다비치,Q3,Q3,2012,3,0,0.1614381037745244,1144.5638855793327,547.9978338378821,65.40639132514966,482.5914425127325,0.0092509584501385,34999250,0.3500975222547259,Ab,major,0.8779704570770264,6.278038510800729
"다비치(Davichi) - 괜찮아 사랑이야(It's alright This is Love) _ 다비치 괜찮아 사랑이야 듣기, 가사",eJoLpIXTRd0,4:06,괜찮아 사랑이야,다비치,Q3,Q3,2014,3,0,0.182369093835811,912.6584473547032,160.1218501126406,65.40639132514966,94.71545878749096,0.013433551415801,27156840,0.2454548466803367,Ab,major,0.9469618201255798,3.660655626164394
2NE1 - LONELY M_V,5n4V3lGEyG4,3:31,Lonely,2NE1,Q3,Q3,2011,3,0,0.1889023985851663,415.15887640253675,154.66751207845843,65.40639132514966,89.26112075330877,0.0049893083050847,16516586,0.2037047141242179,E,major,0.8951963782310486,0.2659714334650794
2NE1 - It Hurts (아파 ) [Han_Rom_Eng Color Coded Lyrics],49ULVOpHkN8,4:17,아파,2NE1,Q3,Q3,2010,3,0,0.1823284446858591,730.0155846639908,845.1281916448838,65.40639132514966,779.7218003197341,0.0025031787808984,73311182,0.6054921639460346,F#,major,0.8172635436058044,1.1183980837564222
2NE1 - 그리워해요 [가사_Lyrics],MfnGthGj72g,3:40,그리워해요,2NE1,Q3,Q3,2013,3,0,0.2101364934927521,917.826731737,195.99771799087463,65.40639132514966,130.59132666572498,0.0102145075798034,17849036,0.2016387461563432,C,major,0.8666622638702393,4.097717342964967
[Lyrics Video] BOL4(볼빨간사춘기) - Hard To Love(나만 안되는 연애),huqO1Efm7kI,3:40,나만 안 되는 연애,볼빨간 사춘기,Q3,Q3,2016,3,0,0.1974643423137876,610.602889339293,590.7319012233158,65.40639132514966,525.3255098981662,0.0113201420754194,27143968,0.3057321029876878,Eb,major,0.8697556853294373,6.336098853439839
볼빨간사춘기(BOL4) - 나의 사춘기에게 [가사_Lyrics],3gMAEZCOFtE,3:44,나의 사춘기에게,볼빨간 사춘기,Q3,Q3,2018,3,0,0.164775684396794,1254.2308300903342,567.3229357134148,65.40639132514966,501.9165443882651,0.0052857310511171,41824018,0.4571947250350515,A,major,0.9358687400817872,2.6600986947034233
[Lyrics Video] BOL4(볼빨간사춘기) - Blue,t1yHpqup87M,3:07,Blue,볼빨간 사춘기,Q3,Q3,2017,3,0,0.1084817536430439,507.1109504481676,493.88330125612407,65.40639132514966,428.4769099309744,0.01065144687891,32460244,0.5089074278635415,D,major,0.8362080454826355,3.981009041774329
SISTAR (씨스타) – Alone (나혼자) [Han_Rom_Eng] Color Coded Lyrics,VLlUcHvKcck,3:25,나 혼자,씨스타,Q2,Q3,2012,3,0,0.0846267134926928,75.1222205153968,491.03874275729817,65.40639132514966,425.63235143214854,0.0102729443460702,55741172,0.7223405622889654,E,minor,0.894334077835083,1.7000980145013636
Sistar (씨스타) - Give It To Me (Full Audio) [Give It To Me],VufRgvGYI1s,3:25,Give It To Me,씨스타,Q2,Q3,2013,3,0,0.1279728199320498,386.03049549243354,702.5025799938518,65.40639132514966,637.0961886687021,0.0092387404292821,56091148,0.726379625547506,G,minor,0.867418110370636,3.291592169129178
SISTAR - LONELY Color Coded Lyrics [Han_Rom_Eng],_nCEtTSOSj4,3:27,Lonely,씨스타,Q2,Q2,2017,3,0,0.1662544964028777,708.5887368342736,175.62564499846297,65.40639132514966,110.21925367331332,0.0115194953978061,30717860,0.3918871064012661,Bb,major,0.964211404323578,3.5133038358284945
BIGBANG(빅뱅) - LOSER [가사_Lyrics],3-gjXQ-P4j0,3:40,Loser,빅뱅,Q3,Q3,2015,3,0,0.1517299756639509,446.4995979854817,175.62564499846297,65.40639132514966,110.21925367331332,0.0185088589787483,40285472,0.4551008840139308,Eb,major,0.8965902328491211,1.9217026273217164
IF YOU,h9hdorPqukU,4:25,If You,빅뱅,Q3,Q3,2015,3,0,0.1452788757136583,295.99478486918025,141.8307339283537,65.40639132514966,76.42434260320405,0.0121893221512436,23715690,0.1843394085761665,C#,major,0.8856057524681091,4.534186733166753
BIGBANG(빅뱅) - LAST DANCE [가사_Lyrics],w2Qex0zIKJs,4:40,Last Dance,빅뱅,Q3,Q3,2016,3,0,0.1799485861182519,784.7764709048852,260.1187129259726,65.40639132514966,194.71232160082295,0.0048387791030108,48774130,0.3377797038970646,E,major,0.9226258397102356,1.3715493113345116
1.그댈 마주하는건 힘들어 (그마힘) - It's Hard To Face You,LE-Bl8cJ1rY,3:08,그댈 마주하는 건 힘들어,버스커버스커,Q3,Q3,2012,3,0,0.1355429136779619,626.2575416547651,425.011984726932,65.40639132514966,359.60559340178236,0.007276649121195,31532128,0.4873748900505135,B,minor,0.8670474886894226,3.548088200992173
6.외로움증폭장치 - Loneliness Amplifier,gwhFvXF-6t8,3:06,외로움증폭장치,버스커버스커,Q3,Q3,2012,3,0,0.1516024036054081,568.5431023820407,343.22869944588433,65.40639132514966,277.82230812073465,0.0029704254120588,12327278,0.1952651448251151,E,major,0.8801257014274597,3.365030275288058
"4.처음엔 사랑이란게 - Love, At First",h_lGsTnWohA,4:05,처음엔 사랑이란 게,버스커버스커,Q3,Q3,2013,3,0,0.1306828989918204,951.8894545399744,218.73289323986043,65.40639132514966,153.32650191471078,0.0082608787342906,40496362,0.3693160797193223,D,major,0.902305543422699,4.31305508132773
FAKE LOVE,0tWU94w_3ig,4:03,Fake Love,BTS,Q2,Q3,2018,3,0,0.1602951039570758,669.0728583714334,100.87044475251382,65.40639132514966,35.46405342736416,0.0166131947189569,33284578,0.3080603815258423,D,minor,0.8775567412376404,4.893959266545869
BTS - Danger (방탄소년단 - Danger) [Color Coded Lyrics_Han_Rom_Eng_가사],abm8QCh7pBg,4:05,Danger,BTS,Q2,Q2,2014,3,0,0.172616786935055,526.7269520888648,91.43616857570666,65.40639132514966,26.029777250557004,0.0189057011157274,93267680,0.8476598253870027,F#,major,0.8259634375572205,5.175916998238681
The Truth Untold (Feat. Steve Aoki),ITc-om9SVr4,4:03,전하지 못한 진심,BTS,Q3,Q3,2018,3,0,0.2620987062769526,840.5470363114441,564.0553960451207,65.40639132514966,498.649004719971,0.0123988464474678,22340804,0.2068515278722495,E,major,0.7914174795150757,0.18074390401121723
케이윌(K.will) - 그립고 그립고 그립다 [가사_Lyrics],UczuiyzK5cQ,4:18,그립고 그립고 그립다,케이윌,Q3,Q3,2009,3,0,0.2254574957180203,1370.309335261279,398.84739550836855,65.40639132514966,333.44100418321887,0.0098371980711817,25060982,0.2052268728572709,A,major,0.8450302481651306,1.0291503849588268
I hate myself (내가 싫다),-AAkBfgBxmA,3:54,내가 싫다,케이윌,Q3,Q3,2011,3,0,0.1710303633648581,1222.0181980886905,797.6947910167371,65.40639132514966,732.2883996915874,0.0167097728699445,18388536,0.1837934522462697,C,major,0.9406968355178832,6.732160764113003
Dropping the Tears (눈물이 뚝뚝),MKkrSBjNIvw,4:19,눈물이 뚝뚝,케이윌,Q3,Q3,2009,3,0,0.2185728426167551,842.4365043671,532.3973992564887,65.40639132514966,466.991007931339,0.0114278364926576,29536380,0.2410031922557505,Eb,major,0.8106865882873535,4.972248067484972
에일리(Ailee) - 저녁 하늘 [가사_Lyrics],8JINsWbZVEA,3:55,저녁 하늘,에일리,Q3,Q3,2012,3,0,0.1341125198098256,1188.6964653981051,208.85526660911424,65.40639132514966,143.44887528396458,0.004395596217364,31774008,0.3143673521384998,Bb,major,0.9338172078132628,4.555091160323307
[Audio] 헤이즈 (Heize) - 비도 오고 그래서 (Feat. 신용재),N8frr93imY8,3:26,비도 오고 그래서,헤이즈,Q3,Q3,2017,3,0,0.1972420029388493,636.5832722462488,636.7984644737662,65.40639132514966,571.3920731486165,0.0283708199858665,25072558,0.3234366651264035,E,major,0.8225461840629578,1.0765321747209493
불티 Spark,8a_kJWcAOvU,3:38,불티,태연,Q2,Q2,2019,3,0,0.1323247389729384,465.24517671408455,290.2917403700367,65.40639132514966,224.88534904488705,0.0127859571948647,49929088,0.5719189078630401,C#,minor,0.8781209588050842,3.49013654232825
비스트(Beast) - 비가 오는 날엔 [가사_Lyrics],B-AqBu0D0q8,3:46,비가 오는 날엔,비스트,Q3,Q3,2011,3,0,0.1518609911577215,493.5959009959461,269.2917795270241,65.40639132514966,203.8853882018745,0.0052851093932986,53545038,0.5710242058636728,B,major,0.8200567960739136,4.816035183750567
[MP3_DL] BEAST (B2ST) (비스트) - No More (이젠 아니야),na6BLM8sCTc,4:00,이젠 아니야,비스트,Q3,Q3,2013,3,0,0.1347160302384183,788.0743453074946,142.65235101161107,65.40639132514966,77.24595968646142,0.0177468433976173,58111516,0.5503719341313565,Ab,major,0.9088774919509888,5.175115289256232
